##NAMES=Baryte
##RRUFFID=R040036
##IDEAL CHEMISTRY=BaSO_4_
##LOCALITY=Cumbria County, England
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Golden brown tabular crystal
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R040036
##MEASURED CHEMISTRY=Ba_1.00_S_1.00_O_4_; trace amounts of Pb
##PIN_ID=M00021
##ORIENTATION=Laser parallel to c* (0 0 1). Fiducial mark perpendicular to laser is parallel to -a [-1 0 0]
26.288, 0.000
27.694, 0.842
29.099, 28.769
30.504, 14.256
31.909, 17.854
33.313, 34.435
34.717, 28.066
36.121, 40.784
37.525, 59.731
38.929, 27.248
40.332, 44.144
41.735, 32.059
43.138, 60.732
44.541, 39.064
45.943, 72.536
47.345, 108.204
48.747, 62.066
50.149, 39.302
51.551, 34.732
52.952, 44.172
54.353, 18.623
55.754, 12.083
57.155, 10.552
58.555, 5.029
59.955, 0.485
61.355, 2.009
62.755, 2.512
64.154, 3.919
65.553, 4.578
66.952, 11.930
68.351, 10.391
69.750, 6.843
71.148, 4.285
72.546, 10.279
73.944, 35.851
75.342, 84.426
76.739, 133.006
78.136, 100.589
79.533, 70.176
80.930, 111.767
82.327, 116.362
83.723, 186.961
85.119, 222.564
86.515, 288.171
87.910, 344.783
89.306, 450.398
90.701, 517.018
92.096, 570.642
93.490, 620.271
94.885, 691.904
96.279, 811.541
97.673, 842.183
99.067, 806.829
100.461, 803.479
101.854, 723.139
103.247, 729.815
104.640, 678.505
106.032, 633.207
107.425, 573.919
108.817, 540.637
110.209, 538.361
111.601, 513.088
112.992, 544.815
114.384, 549.542
115.775, 522.269
117.166, 475.991
118.556, 445.708
119.947, 424.418
121.337, 413.119
122.727, 399.808
124.116, 380.487
125.506, 387.165
126.895, 393.846
128.284, 382.530
129.673, 363.217
131.062, 355.907
132.450, 363.601
133.838, 311.298
135.226, 292.998
136.614, 294.701
138.001, 284.407
139.388, 274.117
140.775, 294.829
142.162, 276.545
143.549, 270.265
144.935, 317.988
146.321, 311.714
147.707, 371.444
149.093, 400.177
150.478, 474.913
151.863, 518.652
153.248, 563.395
154.633, 474.141
156.018, 478.890
157.402, 398.642
158.786, 350.398
160.170, 338.157
161.554, 282.919
162.937, 255.685
164.320, 252.454
165.703, 239.226
167.086, 224.002
168.469, 221.781
169.851, 220.563
171.233, 195.349
172.615, 213.138
173.996, 190.931
175.378, 192.727
176.759, 205.052
178.140, 208.090
179.521, 213.022
180.901, 201.324
182.281, 230.405
183.662, 260.464
185.041, 291.497
186.421, 383.503
187.800, 434.482
189.180, 464.433
190.558, 472.364
191.937, 411.267
193.316, 345.139
194.694, 300.986
196.072, 258.802
197.450, 199.583
198.827, 167.342
200.205, 171.083
201.582, 141.809
202.959, 153.573
204.336, 167.234
205.712, 148.851
207.088, 151.460
208.465, 137.017
209.840, 134.488
211.216, 102.017
212.591, 116.561
213.967, 103.976
215.341, 86.385
216.716, 113.628
218.091, 100.914
219.465, 124.290
220.839, 115.753
222.213, 99.442
223.586, 116.247
224.960, 87.055
226.333, 101.865
227.706, 106.678
229.079, 96.512
230.451, 99.330
231.823, 95.150
233.195, 107.974
234.567, 96.799
235.939, 102.627
237.310, 84.474
238.682, 95.307
240.052, 83.142
241.423, 81.980
242.794, 85.821
244.164, 60.664
245.534, 90.509
246.904, 74.357
248.274, 82.207
249.643, 74.059
251.012, 86.914
252.381, 79.771
253.750, 86.631
255.118, 95.516
256.487, 76.382
257.855, 72.249
259.223, 78.118
260.590, 64.045
261.958, 80.919
263.325, 88.798
264.692, 69.676
266.059, 89.557
267.425, 57.439
268.791, 81.324
270.158, 62.212
271.523, 96.102
272.889, 47.994
274.255, 70.889
275.620, 78.786
276.985, 53.687
278.350, 65.589
279.714, 52.495
281.078, 42.404
282.443, 37.315
283.806, 41.228
285.170, 37.057
286.534, 44.063
287.897, 46.985
289.260, 44.909
