##NAMES=Clinozoisite
##RRUFFID=R040085
##IDEAL CHEMISTRY=Ca_2_Al_3_(Si_2_O_7_)(SiO_4_)O(OH)
##LOCALITY=Alamos, Sonora, Mexico
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Divergent aggregate of red thin prismatic crystals
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R040085
##MEASURED CHEMISTRY=Ca_2.03_(Al_0.90_Fe_0.13_)_3_(Si_1.00_O_4_)(Si_2.00_O_7_)O(OH)
##PIN_ID=S00323
##ORIENTATION=Laser parallel to a* (1 0 0). Fiducial mark perpendicular to laser is parallel to b [0 1 0]
130.055, 0.000
131.449, 5.646
132.843, 479.988
134.237, 281.080
135.631, 508.553
137.024, 777.488
138.417, 994.613
139.810, 1178.297
141.203, 1117.463
142.596, 1230.695
143.988, 1297.039
145.380, 1005.785
146.771, 1136.559
148.163, 1030.803
149.554, 1068.037
150.945, 927.246
152.336, 976.789
153.726, 826.689
155.117, 937.439
156.507, 898.414
157.896, 979.631
159.286, 1241.109
160.675, 1482.859
162.064, 1565.557
163.453, 1847.855
164.842, 1992.650
166.230, 1949.293
167.618, 2068.154
169.006, 2097.934
170.393, 2041.074
171.781, 1664.807
173.168, 1637.182
174.555, 1279.816
175.941, 1402.795
177.328, 1078.545
178.714, 860.412
180.100, 624.004
181.485, 737.885
182.871, 702.041
184.256, 366.461
185.641, 541.129
187.025, 296.041
188.410, 291.184
189.794, 276.547
191.178, 152.123
192.562, 2.102
193.945, 203.939
195.328, 140.316
196.711, 16.957
198.094, 93.824
199.476, 129.037
200.859, 78.359
202.241, 33.857
203.623, 14.064
205.004, 107.895
206.385, 9.732
207.766, 111.455
209.147, 73.061
210.528, 14.549
211.908, 104.080
213.288, 17.217
214.668, 1.459
216.048, 20.146
217.427, 128.865
218.806, 95.580
220.185, 91.035
221.564, 75.342
222.942, 4.297
224.320, 26.678
225.698, 77.576
227.076, 141.604
228.453, 160.859
229.830, 250.195
231.207, 309.609
232.584, 249.100
233.960, 458.666
235.337, 478.307
236.713, 628.021
238.088, 897.809
239.464, 977.672
240.839, 837.609
